11,6
11,18
13,3
11,9
11,17
11,12
11,9
12,05
11,24
11
11,23
11,14
11,11
11,15
13,23
11,28
11,18
12,23
11,6
11,13
11,16
11,9
11,12
12,15
11
11,21
12,06
